Año,Alto,Medio,Bajo
2024,88.49462607137929,76.69920649172413,76.69920649172413
2026,88.26668462482756,75.76935192620691,74.59953347999999
2029,87.71190696620688,74.34075269413793,72.49580745965518
2030,87.4065690189655,73.87818699827585,72.69341437344829
2031,88.06741068758619,74.43674666551723,73.29863827413794
2033,88.11231241724137,74.47469871448278,73.37166805241378
2040,92.71409673448275,78.36424027655171,75.10202131275861
2050,97.98199005551726,82.81679357655172,80.00346922965517
