Año,Alto,Medio,Bajo
2024,357.4722655696431,327.6858660392859,295.5289334482146
2026,377.3300198035715,338.47751070714264,298.0008973517857
2029,400.2861447678569,354.52778906964267,308.53172611250005
2030,404.92117363035686,357.7240665500002,310.96456180357154
2031,407.79751705892875,359.0696153464288,311.28568780535727
2033,418.09005421428554,366.071696425,315.70477433571426
2040,434.4653146964284,373.72651423750034,316.43429551071443
2050,457.6058166535712,385.8294378517857,315.1478320428574
